,n_com,I,C,M,R,L
17,16.0,17.0,0.11522,0.03317,0.38357,0.10417
18,16.0,18.0,0.1255,0.02907,0.79353,0.0038
19,16.0,19.0,0.13222,0.0389,0.46082,0.14283
20,16.0,20.0,0.15823,0.01474,0.32078,0.0569
21,16.0,21.0,0.14897,0.02443,0.88698,0.35176
22,16.0,22.0,0.16752,0.05185,0.17158,0.19484
23,16.0,23.0,0.15062,0.04872,0.93575,0.18365
24,16.0,24.0,0.09865,0.02114,0.23823,0.0129
25,16.0,25.0,0.16938,0.04171,0.09373,0.03522
26,16.0,26.0,0.13443,0.05252,0.17359,0.18451
27,16.0,27.0,0.16782,0.05007,0.49947,0.00511
28,16.0,28.0,0.15639,0.067,0.20854,0.14483
29,16.0,29.0,0.12121,0.03228,0.25276,0.41359
30,16.0,30.0,0.2096,0.05276,0.35698,0.00214
1,17.0,1.0,0.02524,0.01312,0.9024,0.01781
2,17.0,2.0,0.03852,0.00509,0.99215,0.26062
3,17.0,3.0,0.06459,0.03025,0.31125,0.01806
4,17.0,4.0,0.04526,0.02545,0.40553,0.00973
5,17.0,5.0,0.06539,0.01056,0.69249,0.02098
6,17.0,6.0,0.03272,0.01723,0.92039,0.01784
7,17.0,7.0,0.08185,0.04517,0.50624,0.0088
8,17.0,8.0,0.06207,0.01219,0.24164,0.01815
9,17.0,9.0,0.09274,0.01223,0.52208,0.02629
10,17.0,10.0,0.08715,0.01138,0.23818,0.0108
11,17.0,11.0,0.04924,0.03462,0.34904,0.03103
12,17.0,12.0,0.03104,0.01814,0.82849,0.42795
13,17.0,13.0,0.04899,0.04639,0.94442,0.0982
14,17.0,14.0,0.08297,0.02771,0.47949,0.10583
15,17.0,15.0,0.1006,0.02525,0.53246,0.1314
16,17.0,16.0,0.10852,0.03231,0.97605,0.00263
17,17.0,17.0,0.10641,0.01508,0.9776,0.00351
18,17.0,18.0,0.1497,0.04224,0.64588,0.00729
19,17.0,19.0,0.19252,0.02962,0.36958,0.05127
20,17.0,20.0,0.08781,0.02877,0.03354,0.00997
21,17.0,21.0,0.10707,0.00602,0.50569,0.23545
22,17.0,22.0,0.10832,0.04045,0.06338,0.00558
23,17.0,23.0,0.13085,0.0209,0.3942,0.07257
24,17.0,24.0,0.14562,0.04312,0.38582,0.09939
25,17.0,25.0,0.14942,0.03295,0.78603,0.05965
26,17.0,26.0,0.13461,0.06231,0.28601,0.02007
27,17.0,27.0,0.18988,0.03672,0.31449,0.08706
28,17.0,28.0,0.16457,0.05085,0.97831,0.00261
29,17.0,29.0,0.16863,0.03577,0.62678,0.29733
30,17.0,30.0,0.1074,0.06069,0.47301,0.02469
1,18.0,1.0,0.03348,0.00965,0.79689,0.00297
2,18.0,2.0,0.03756,0.01472,0.17149,0.0217
3,18.0,3.0,0.01818,0.01443,0.30665,0.04427
4,18.0,4.0,0.05557,0.01768,0.1503,0.0104
5,18.0,5.0,0.05189,0.02073,0.22896,0.47031
6,18.0,6.0,0.02331,0.015,0.4411,0.01683
7,18.0,7.0,0.02149,0.00103,0.00401,0.21222
8,18.0,8.0,0.00503,0.00135,0.48696,0.05566
9,18.0,9.0,0.02094,0.02016,0.67578,0.06309
10,18.0,10.0,0.10058,0.00041,0.29925,0.1955
11,18.0,11.0,0.12045,0.01522,0.71359,0.01383
12,18.0,12.0,0.08603,0.05076,0.11182,0.07282
13,18.0,13.0,0.07299,0.03124,0.37408,0.01291
14,18.0,14.0,0.01984,0.01726,0.95148,0.07526
15,18.0,15.0,0.07593,0.04946,0.28288,0.0044
16,18.0,16.0,0.1566,0.04102,0.51183,0.0269
17,18.0,17.0,0.11292,0.02006,0.40775,0.00561
18,18.0,18.0,0.06052,0.01787,0.97944,0.00448
19,18.0,19.0,0.06516,0.03896,0.93394,0.14013
20,18.0,20.0,0.12494,0.04587,0.68168,0.04204
21,18.0,21.0,0.08911,0.02763,0.57734,0.03166
22,18.0,22.0,0.0689,0.04609,0.81216,0.00258
23,18.0,23.0,0.16183,0.0271,0.86111,0.11212
24,18.0,24.0,0.13364,0.04372,0.7562,0.43468
25,18.0,25.0,0.12769,0.06188,0.77865,0.00805
26,18.0,26.0,0.13492,0.07608,0.7926,0.01499
27,18.0,27.0,0.13658,0.02711,0.09657,0.00669
28,18.0,28.0,0.20989,0.02735,0.08202,0.11422
29,18.0,29.0,0.14989,0.05345,0.52149,0.06951
30,18.0,30.0,0.18777,0.04909,0.58916,0.04119
1,19.0,1.0,0.084,0.01638,0.70667,0.1335
2,19.0,2.0,0.04233,0.00071,0.01629,0.00748
3,19.0,3.0,0.06624,0.00903,0.22645,0.05502
4,19.0,4.0,0.05111,0.01265,0.59142,0.01943
5,19.0,5.0,0.04735,0.00114,0.10493,0.26532
6,19.0,6.0,0.06042,0.01472,0.73712,0.00279
7,19.0,7.0,0.05563,0.01383,0.9646,0.0149
8,19.0,8.0,0.04407,0.02314,0.74249,0.05809
9,19.0,9.0,0.08323,0.00298,0.72159,0.00881
10,19.0,10.0,0.06918,0.00918,0.30909,0.00269
11,19.0,11.0,0.04381,0.00654,0.49891,0.00736
12,19.0,12.0,0.08958,0.03146,0.77789,0.00239
13,19.0,13.0,0.09005,0.02253,0.88519,0.03852
14,19.0,14.0,0.11387,0.02262,0.44004,0.00485
15,19.0,15.0,0.06894,0.05311,0.54255,0.00303
16,19.0,16.0,0.07557,0.02988,0.54704,0.02158
17,19.0,17.0,0.06797,0.01561,0.58793,0.1167
18,19.0,18.0,0.09302,0.00493,0.90766,0.00834
19,19.0,19.0,0.04345,0.02993,0.57738,0.03566
20,19.0,20.0,0.13535,0.02758,0.56828,0.35293
21,19.0,21.0,0.09345,0.03026,0.87802,0.01504
22,19.0,22.0,0.09919,0.05866,0.58949,0.33144
23,19.0,23.0,0.1537,0.04087,0.14147,0.23781
24,19.0,24.0,0.18575,0.03592,0.88574,0.10981
25,19.0,25.0,0.09771,0.02333,0.49659,0.05228
26,19.0,26.0,0.16662,0.02915,0.93942,0.04389
27,19.0,27.0,0.15083,0.05638,0.0239,0.02114
28,19.0,28.0,0.16455,0.03574,0.86637,0.23443
29,19.0,29.0,0.17854,0.04541,0.652,0.00787
30,19.0,30.0,0.15271,0.03316,0.85364,0.03448
1,20.0,1.0,0.02912,0.00518,0.27645,0.01188
2,20.0,2.0,0.06367,0.01213,0.76424,0.4708
3,20.0,3.0,0.01258,0.00753,0.20432,0.00215
4,20.0,4.0,0.03807,0.00153,0.06516,0.4117
5,20.0,5.0,0.02967,0.0056,0.68993,0.01683
6,20.0,6.0,0.03101,0.01619,0.46111,0.04439
7,20.0,7.0,0.09582,0.03659,0.38465,0.27856
8,20.0,8.0,0.06216,0.00997,0.86761,0.33141
9,20.0,9.0,0.0373,0.00843,0.52524,0.02396
10,20.0,10.0,0.09006,0.01166,0.48363,0.26804
11,20.0,11.0,0.02074,0.00982,0.89595,0.45577
12,20.0,12.0,0.0555,0.01182,0.79926,0.01505
13,20.0,13.0,0.05125,0.03983,0.67231,0.00471
14,20.0,14.0,0.10718,0.02349,0.57766,0.00393
15,20.0,15.0,0.08427,0.04998,0.15828,0.34046
16,20.0,16.0,0.02889,0.02539,0.46996,0.02982
17,20.0,17.0,0.03905,0.03674,0.99527,0.44739
18,20.0,18.0,0.12452,0.04195,0.14635,0.00217
19,20.0,19.0,0.18575,0.02684,0.8602,0.00314
20,20.0,20.0,0.11891,0.00382,0.06413,0.1016
21,20.0,21.0,0.05273,0.03957,0.41637,0.00385
22,20.0,22.0,0.10108,0.0146,0.64371,0.06465
23,20.0,23.0,0.11305,0.03311,0.75447,0.0267
24,20.0,24.0,0.15508,0.03615,0.18906,0.01568
25,20.0,25.0,0.13419,0.0275,0.96158,0.01052
26,20.0,26.0,0.13563,0.05078,0.90574,0.01131
27,20.0,27.0,0.14991,0.03559,0.73394,0.0089
28,20.0,28.0,0.11292,0.0695,0.80643,0.00732
29,20.0,29.0,0.17568,0.05934,0.68238,0.00823
30,20.0,30.0,0.16925,0.04762,0.86554,0.14963
1,21.0,1.0,0.03398,0.03358,0.18166,0.06607
2,21.0,2.0,0.04861,0.00833,0.36337,0.06687
3,21.0,3.0,0.02152,0.02147,0.44218,0.00387
4,21.0,4.0,0.07361,0.0282,0.83338,0.00747
5,21.0,5.0,0.06198,0.02375,0.42961,0.00314
6,21.0,6.0,0.01682,0.01346,0.9836,0.00912
7,21.0,7.0,0.05902,0.01205,0.42467,0.1301
8,21.0,8.0,0.05392,0.01399,0.91094,0.16297
9,21.0,9.0,0.08516,0.02929,0.7092,0.00215
10,21.0,10.0,0.09212,0.01102,0.40425,0.02697
11,21.0,11.0,0.06478,0.00011,0.86544,0.06417
12,21.0,12.0,0.07578,0.01892,0.53653,0.05433
13,21.0,13.0,0.0722,0.01742,0.1675,0.00333
14,21.0,14.0,0.09544,0.04008,0.05148,0.0084
15,21.0,15.0,0.05255,0.01622,0.03651,0.14405
16,21.0,16.0,0.09609,0.02982,0.26033,0.02348
17,21.0,17.0,0.0526,0.01895,0.5324,0.18495
18,21.0,18.0,0.12028,0.02468,0.43796,0.06106
19,21.0,19.0,0.14895,0.03629,0.49279,0.00374
20,21.0,20.0,0.11992,0.02595,0.02192,0.48779
21,21.0,21.0,0.14708,0.0372,0.5109,0.03863
22,21.0,22.0,0.21523,0.02663,0.1286,0.00376
23,21.0,23.0,0.16959,0.06627,0.12381,0.02204
24,21.0,24.0,0.14535,0.02697,0.33604,0.00381
25,21.0,25.0,0.07075,0.04471,0.82669,0.05315
26,21.0,26.0,0.14873,0.05633,0.23559,0.00258
27,21.0,27.0,0.18389,0.0603,0.08644,0.18783
28,21.0,28.0,0.2166,0.06349,0.34332,0.01569
29,21.0,29.0,0.13054,0.06492,0.83478,0.18242
30,21.0,30.0,0.17026,0.02536,0.92705,0.35744
1,22.0,1.0,0.06188,0.00895,0.31673,0.21789
2,22.0,2.0,0.04789,0.01462,0.33289,0.43209
3,22.0,3.0,0.01173,0.00491,0.54721,0.01487
4,22.0,4.0,0.05342,0.01785,0.83403,0.00319
5,22.0,5.0,0.06053,0.0204,0.5399,0.25913
6,22.0,6.0,0.05459,0.01332,0.18801,0.19197
7,22.0,7.0,0.12778,0.02224,0.10051,0.0088
8,22.0,8.0,0.02868,0.01528,0.09845,0.07077
9,22.0,9.0,0.07942,0.01001,0.86216,0.00273
10,22.0,10.0,0.04967,0.00091,0.48667,0.47549
11,22.0,11.0,0.1315,0.04508,0.42373,0.15984
12,22.0,12.0,0.07614,0.02233,0.90379,0.05404
13,22.0,13.0,0.05089,0.01739,0.75738,0.01646
14,22.0,14.0,0.13906,0.00508,0.59788,0.00903
15,22.0,15.0,0.12679,0.02152,0.27539,0.01451
16,22.0,16.0,0.12713,0.02241,0.00944,0.0036
17,22.0,17.0,0.06615,0.05599,0.71167,0.00499
18,22.0,18.0,0.12786,0.0232,0.10739,0.00249
19,22.0,19.0,0.12075,0.01782,0.97404,0.0217
20,22.0,20.0,0.09585,0.00172,0.81689,0.00725
21,22.0,21.0,0.08008,0.04045,0.80165,0.31829
22,22.0,22.0,0.14143,0.01483,0.02524,0.06808
23,22.0,23.0,0.18134,0.03147,0.09628,0.06245
24,22.0,24.0,0.12159,0.05176,0.96733,0.0101
25,22.0,25.0,0.09464,0.03721,0.67284,0.03899
26,22.0,26.0,0.24028,0.0313,0.13216,0.06403
27,22.0,27.0,0.16264,0.05327,0.98349,0.19981
28,22.0,28.0,0.13103,0.05573,0.54014,0.04857
29,22.0,29.0,0.14108,0.05317,0.43962,0.03201
30,22.0,30.0,0.15344,0.04338,0.92002,0.01963
1,23.0,1.0,0.04008,0.00723,0.6686,0.00204
2,23.0,2.0,0.02191,0.02074,0.44807,0.48578
3,23.0,3.0,0.00563,0.00294,0.88187,0.11918
4,23.0,4.0,0.04831,0.00808,0.53059,0.18814
5,23.0,5.0,0.04428,0.00959,0.24947,0.02555
6,23.0,6.0,0.06494,0.0247,0.21262,0.07839
7,23.0,7.0,0.01353,0.00797,0.89371,0.02405
8,23.0,8.0,0.06658,0.01302,0.19573,0.24082
9,23.0,9.0,0.06758,0.0056,0.27828,0.0594
10,23.0,10.0,0.04789,0.04417,0.7523,0.10514
11,23.0,11.0,0.04861,0.02393,0.40906,0.05731
12,23.0,12.0,0.08696,0.03007,0.88716,0.02792
13,23.0,13.0,0.05456,0.01994,0.41517,0.00319
14,23.0,14.0,0.07751,0.01237,0.6701,0.09221
15,23.0,15.0,0.06259,0.02294,0.58652,0.29385
16,23.0,16.0,0.08392,0.03033,0.68657,0.00208
17,23.0,17.0,0.11877,0.03858,0.91075,0.07789
18,23.0,18.0,0.10489,0.02638,0.84641,0.01686
19,23.0,19.0,0.07459,0.02158,0.05908,0.00893
20,23.0,20.0,0.13485,0.00769,0.49046,0.2048
21,23.0,21.0,0.16027,0.03929,0.85609,0.00941
22,23.0,22.0,0.1762,0.05252,0.84879,0.20452
23,23.0,23.0,0.08862,0.03536,0.08363,0.1417
24,23.0,24.0,0.09637,0.04348,0.12317,0.28297
25,23.0,25.0,0.10661,0.0598,0.01957,0.00217
26,23.0,26.0,0.20358,0.04745,0.24027,0.05404
27,23.0,27.0,0.13957,0.0185,0.58904,0.01896
28,23.0,28.0,0.09827,0.02481,0.42131,0.01198
29,23.0,29.0,0.18577,0.05876,0.08627,0.27123
30,23.0,30.0,0.15658,0.04274,0.15981,0.11392
1,24.0,1.0,0.06807,0.00492,0.52216,0.17346
2,24.0,2.0,0.01749,0.01547,0.737,0.10669
3,24.0,3.0,0.03475,0.00812,0.16231,0.00586
4,24.0,4.0,0.05466,0.01338,0.25573,0.00244
5,24.0,5.0,0.04149,0.02083,0.7594,0.06357
6,24.0,6.0,0.03309,0.01927,0.54403,0.00268
7,24.0,7.0,0.0233,0.02258,0.45186,0.00837
8,24.0,8.0,0.05242,0.02458,0.74666,0.04282
9,24.0,9.0,0.11575,0.04099,0.52448,0.01112
10,24.0,10.0,0.05311,0.03732,0.34897,0.0112
11,24.0,11.0,0.04839,0.04435,0.60558,0.00305
12,24.0,12.0,0.04502,0.02208,0.0295,0.00277
13,24.0,13.0,0.07516,0.00502,0.81653,0.0498
14,24.0,14.0,0.09183,0.0193,0.21965,0.03319
15,24.0,15.0,0.07687,0.05857,0.82176,0.01597
16,24.0,16.0,0.12575,0.03201,0.30769,0.00233
17,24.0,17.0,0.15771,0.04373,0.56139,0.03237
18,24.0,18.0,0.09288,0.02106,0.07984,0.00539
19,24.0,19.0,0.13499,0.02207,0.33541,0.00428
20,24.0,20.0,0.12594,0.02607,0.5119,0.05216
21,24.0,21.0,0.09745,0.02628,0.56276,0.03235
22,24.0,22.0,0.11668,0.01505,0.451,0.00384
23,24.0,23.0,0.10067,0.00813,0.45276,0.19753
24,24.0,24.0,0.19549,0.02686,0.56378,0.01329
25,24.0,25.0,0.18845,0.05578,0.38602,0.19742
26,24.0,26.0,0.12707,0.05533,0.22861,0.0125
27,24.0,27.0,0.19615,0.04,0.91607,0.01264
28,24.0,28.0,0.1338,0.04209,0.78664,0.02406
29,24.0,29.0,0.14316,0.05605,0.63115,0.13216
30,24.0,30.0,0.19303,0.03729,0.20164,0.07605
1,25.0,1.0,0.07978,0.01083,0.32514,0.00222
2,25.0,2.0,0.01043,0.00532,0.06159,0.10042
3,25.0,3.0,0.03798,0.00731,0.07686,0.04162
4,25.0,4.0,0.04808,0.01706,0.13337,0.02619
5,25.0,5.0,0.02786,0.00635,0.79308,0.02154
6,25.0,6.0,0.07675,0.02521,0.3738,0.01557
7,25.0,7.0,0.07031,0.02859,0.09845,0.04774
8,25.0,8.0,0.05757,0.02756,0.41209,0.01747
9,25.0,9.0,0.05417,0.02682,0.82045,0.30586
10,25.0,10.0,0.14902,0.0148,0.92463,0.0021
11,25.0,11.0,0.09372,0.01352,0.91813,0.00249
12,25.0,12.0,0.06448,0.04484,0.18732,0.28085
13,25.0,13.0,0.09129,0.02438,0.20271,0.02368
14,25.0,14.0,0.09663,0.03029,0.03521,0.00482
15,25.0,15.0,0.05709,0.02411,0.35167,0.24538
16,25.0,16.0,0.09628,0.03375,0.419,0.02042
17,25.0,17.0,0.12836,0.02719,0.90236,0.02816
18,25.0,18.0,0.08387,0.05498,0.74093,0.00362
19,25.0,19.0,0.09581,0.01689,0.38166,0.31466
20,25.0,20.0,0.14479,0.01679,0.94686,0.19452
21,25.0,21.0,0.12488,0.02997,0.74173,0.00289
22,25.0,22.0,0.11312,0.04635,0.9713,0.05373
23,25.0,23.0,0.14475,0.042,0.86945,0.18647
24,25.0,24.0,0.14118,0.05679,0.54709,0.23616
25,25.0,25.0,0.09068,0.05152,0.25415,0.42543
26,25.0,26.0,0.1747,0.04007,0.28906,0.03668
27,25.0,27.0,0.16024,0.04412,0.83104,0.05969
28,25.0,28.0,0.12662,0.06184,0.31125,0.00817
29,25.0,29.0,0.1031,0.04476,0.07936,0.0254
30,25.0,30.0,0.17958,0.06075,0.55051,0.18161
1,26.0,1.0,0.0121,2e-05,0.83322,0.07372
2,26.0,2.0,0.08842,0.00724,0.92422,0.42145
3,26.0,3.0,0.06319,0.01468,0.51679,0.39743
4,26.0,4.0,0.03509,0.01382,0.45077,0.02029
5,26.0,5.0,0.03123,0.00439,0.67025,0.09979
6,26.0,6.0,0.03403,0.01505,0.11163,0.0052
7,26.0,7.0,0.04003,0.007,0.24608,0.00412
8,26.0,8.0,0.07982,0.01004,0.38084,0.01666
9,26.0,9.0,0.06291,0.01425,0.39957,0.00503
10,26.0,10.0,0.09036,0.04293,0.32246,0.06692
11,26.0,11.0,0.07814,0.03273,0.56319,0.02008
12,26.0,12.0,0.14164,0.01108,0.41915,0.00922
13,26.0,13.0,0.1043,0.05135,0.04525,0.06032
14,26.0,14.0,0.08105,0.03182,0.3401,0.00815
15,26.0,15.0,0.12925,0.05541,0.51436,0.27853
16,26.0,16.0,0.11613,0.04365,0.89612,0.38645
17,26.0,17.0,0.10658,0.02327,0.64793,0.13163
18,26.0,18.0,0.1469,0.02328,0.74887,0.49992
19,26.0,19.0,0.06928,0.05434,0.08409,0.00441
20,26.0,20.0,0.07719,0.03323,0.32331,0.01653
21,26.0,21.0,0.13872,0.0355,0.71144,0.04577
22,26.0,22.0,0.10262,0.05794,0.08219,0.00871
23,26.0,23.0,0.07321,0.03423,0.76277,0.02201
24,26.0,24.0,0.07352,0.03159,0.49599,0.01336
25,26.0,25.0,0.15641,0.05004,0.34147,0.00259
26,26.0,26.0,0.15817,0.05135,0.40513,0.00478
27,26.0,27.0,0.16343,0.03819,0.62775,0.30158
28,26.0,28.0,0.20308,0.05472,0.56562,0.0065
29,26.0,29.0,0.19685,0.02689,0.69944,0.01155
30,26.0,30.0,0.17335,0.02561,0.28305,0.0289
1,27.0,1.0,0.01999,0.0044,0.40813,0.25025
2,27.0,2.0,0.03367,0.01119,0.25468,0.0032
3,27.0,3.0,0.03378,0.01302,0.7934,0.47723
4,27.0,4.0,0.02857,0.02621,0.46861,0.06103
5,27.0,5.0,0.08622,0.02903,0.13737,0.38017
6,27.0,6.0,0.03322,0.01465,0.9769,0.02595
7,27.0,7.0,0.0294,0.02131,0.03199,0.22183
8,27.0,8.0,0.04054,0.01698,0.69138,0.09867
9,27.0,9.0,0.03654,0.02975,0.95407,0.12832
10,27.0,10.0,0.10183,0.02302,0.51504,0.0559
11,27.0,11.0,0.1075,0.03768,0.67028,0.40723
12,27.0,12.0,0.06523,0.00661,0.81733,0.1598
13,27.0,13.0,0.09801,0.03083,0.3913,0.03542
14,27.0,14.0,0.17068,0.02843,0.71606,0.02521
15,27.0,15.0,0.13339,0.02561,0.79599,0.04392
16,27.0,16.0,0.08375,0.0016,0.1436,0.16006
17,27.0,17.0,0.17203,0.0406,0.8909,0.22346
18,27.0,18.0,0.05025,0.01213,0.75239,0.24766
19,27.0,19.0,0.18197,0.0336,0.42025,0.0052
20,27.0,20.0,0.17741,0.04182,0.35768,0.00658
21,27.0,21.0,0.17144,0.05572,0.63135,0.00255
22,27.0,22.0,0.11228,0.04398,0.17505,0.11363
23,27.0,23.0,0.13135,0.02432,0.32315,0.00499
24,27.0,24.0,0.09079,0.03568,0.18866,0.0143
25,27.0,25.0,0.10106,0.04659,0.57756,0.01717
26,27.0,26.0,0.18958,0.04734,0.119,0.01858
27,27.0,27.0,0.10098,0.04996,0.78039,0.02817
28,27.0,28.0,0.14223,0.04996,0.02331,0.1646
29,27.0,29.0,0.09399,0.05839,0.23533,0.27531
30,27.0,30.0,0.2579,0.04331,0.16373,0.01265
1,28.0,1.0,0.04573,0.0009,0.47062,0.12999
2,28.0,2.0,0.02131,0.0117,0.17626,0.01193
3,28.0,3.0,0.05269,0.00762,0.32134,0.00308
4,28.0,4.0,0.05398,0.00132,0.55263,0.11543
5,28.0,5.0,0.06581,0.00963,0.63905,0.02566
6,28.0,6.0,0.03268,0.01344,0.48229,0.16196
7,28.0,7.0,0.0351,0.00747,0.93359,0.16622
8,28.0,8.0,0.08631,0.05303,0.8933,0.0039
9,28.0,9.0,0.03668,0.00033,0.35127,0.0028
10,28.0,10.0,0.0384,0.03013,0.53647,0.19367
11,28.0,11.0,0.11583,0.05729,0.61794,0.01312
12,28.0,12.0,0.16206,0.0465,0.39665,0.05278
13,28.0,13.0,0.05075,0.02025,0.40421,0.02137
14,28.0,14.0,0.07845,0.02325,0.38362,0.02285
15,28.0,15.0,0.12986,0.02275,0.19502,0.00943
16,28.0,16.0,0.09599,0.04358,0.57668,0.01691
17,28.0,17.0,0.05097,0.01616,0.83594,0.05568
18,28.0,18.0,0.14804,0.03791,0.51669,0.0211
19,28.0,19.0,0.08333,0.03734,0.35985,0.09579
20,28.0,20.0,0.12512,0.03952,0.10776,0.04206
21,28.0,21.0,0.12167,0.04703,0.03849,0.05864
22,28.0,22.0,0.03947,0.01872,0.86263,0.02467
23,28.0,23.0,0.07806,0.03758,0.64745,0.0212
24,28.0,24.0,0.13985,0.04635,0.57428,0.16583
25,28.0,25.0,0.15497,0.03759,0.22957,0.02657
26,28.0,26.0,0.13252,0.04978,0.07618,0.089
27,28.0,27.0,0.18246,0.04527,0.31194,0.01404
28,28.0,28.0,0.21057,0.05115,0.80295,0.00441
29,28.0,29.0,0.18826,0.07838,0.4088,0.00682
30,28.0,30.0,0.19715,0.04084,0.16123,0.00807
1,29.0,1.0,0.03957,0.00434,0.25647,0.21143
2,29.0,2.0,0.0167,0.00535,0.8482,0.01562
3,29.0,3.0,0.04935,0.02262,0.77504,0.0222
4,29.0,4.0,0.0522,0.00845,0.93604,0.01053
5,29.0,5.0,0.03757,0.00693,0.95214,0.02587
6,29.0,6.0,0.08811,0.00697,0.28697,0.43746
7,29.0,7.0,0.02215,0.01343,0.78171,0.00953
8,29.0,8.0,0.08007,0.02676,0.36575,0.01142
9,29.0,9.0,0.10407,0.0144,0.70686,0.17257
10,29.0,10.0,0.0547,0.01444,0.57022,0.00271
11,29.0,11.0,0.0773,0.00899,0.0027,0.19585
12,29.0,12.0,0.06707,0.02446,0.70685,0.00561
13,29.0,13.0,0.10138,0.02174,0.13532,0.02859
14,29.0,14.0,0.0852,0.0306,0.09407,0.49643
15,29.0,15.0,0.10569,0.02116,0.87882,0.24118
16,29.0,16.0,0.14455,0.02863,0.49508,0.00866
17,29.0,17.0,0.10661,0.04652,0.60852,0.02405
18,29.0,18.0,0.09795,0.02768,0.98541,0.00462
19,29.0,19.0,0.11677,0.01659,0.90324,0.03579
20,29.0,20.0,0.12748,0.04945,0.54746,0.00343
21,29.0,21.0,0.07749,0.02849,0.40114,0.20233
22,29.0,22.0,0.1252,0.02254,0.62662,0.17867
23,29.0,23.0,0.1314,0.03339,0.70077,0.04972
24,29.0,24.0,0.19525,0.09018,0.25733,0.08309
25,29.0,25.0,0.14392,0.01901,0.53559,0.0084
26,29.0,26.0,0.13979,0.03626,0.42217,0.00264
27,29.0,27.0,0.08762,0.0534,0.80685,0.22536
28,29.0,28.0,0.13907,0.02928,0.22121,0.02814
29,29.0,29.0,0.15086,0.04247,0.54821,0.09623
30,29.0,30.0,0.16624,0.03404,0.64269,0.003
1,30.0,1.0,0.03557,0.00688,0.26468,0.10489
2,30.0,2.0,0.09711,0.00355,0.04267,0.00633
3,30.0,3.0,0.03897,0.00972,0.41606,0.00572
4,30.0,4.0,0.08122,0.00551,0.46336,0.08035
5,30.0,5.0,0.03432,0.0176,0.86892,0.19458
6,30.0,6.0,0.02943,0.01549,0.35966,0.00242
7,30.0,7.0,0.03287,0.0172,0.24651,0.04166
8,30.0,8.0,0.05612,0.03838,0.62501,0.01733
9,30.0,9.0,0.06461,0.04698,0.46142,0.01596
10,30.0,10.0,0.08486,0.02018,0.81837,0.13999
11,30.0,11.0,0.07972,0.01462,0.99599,0.00618
12,30.0,12.0,0.08611,0.00977,0.55284,0.00909
13,30.0,13.0,0.13447,0.0168,0.16312,0.32727
14,30.0,14.0,0.11109,0.05847,0.26151,0.40902
15,30.0,15.0,0.12022,0.03919,0.26036,0.16581
16,30.0,16.0,0.09075,0.02162,0.964,0.00814
17,30.0,17.0,0.07464,0.00957,0.17298,0.42934
18,30.0,18.0,0.16403,0.04028,0.04826,0.0478
19,30.0,19.0,0.11118,0.06908,0.59365,0.00631
20,30.0,20.0,0.16828,0.04134,0.02327,0.00789
21,30.0,21.0,0.10067,0.0341,0.93936,0.03376
22,30.0,22.0,0.08338,0.05473,0.55458,0.00215
23,30.0,23.0,0.11203,0.04469,0.13458,0.0146
24,30.0,24.0,0.16182,0.08603,0.16794,0.01009
25,30.0,25.0,0.1603,0.05059,0.73213,0.00545
26,30.0,26.0,0.11819,0.03214,0.62511,0.00521
27,30.0,27.0,0.12443,0.04783,0.79844,0.17017
28,30.0,28.0,0.12363,0.06111,0.21061,0.02862
29,30.0,29.0,0.24215,0.07312,0.11157,0.4625
30,30.0,30.0,0.11868,0.06223,0.74438,0.00211
1,31.0,1.0,0.01293,0.01049,0.80647,0.03385
2,31.0,2.0,0.02148,0.0158,0.74985,0.03537
3,31.0,3.0,0.04241,0.01383,0.30279,0.01276
4,31.0,4.0,0.078,0.01157,0.2909,0.00246
5,31.0,5.0,0.05467,0.02273,0.8776,0.03481
6,31.0,6.0,0.04942,0.01328,0.28987,0.00329
7,31.0,7.0,0.08478,0.02088,0.78562,0.04535
8,31.0,8.0,0.04689,0.02379,0.74353,0.11421
9,31.0,9.0,0.06621,0.02102,0.6348,0.01959
10,31.0,10.0,0.08313,0.02647,0.05043,0.07051
11,31.0,11.0,0.11526,0.00798,0.51579,0.04054
12,31.0,12.0,0.09605,0.02032,0.79912,0.01748
13,31.0,13.0,0.12256,0.01896,0.30618,0.21562
14,31.0,14.0,0.03769,0.03404,0.2052,0.02845
15,31.0,15.0,0.1261,0.03163,0.12408,0.11424
16,31.0,16.0,0.10241,0.0059,0.81265,0.00276
17,31.0,17.0,0.07729,0.03941,0.67216,0.21365
18,31.0,18.0,0.07016,0.03101,0.49644,0.0243
19,31.0,19.0,0.11036,0.02014,0.86106,0.00847
20,31.0,20.0,0.14886,0.03841,0.24688,0.15437
21,31.0,21.0,0.11358,0.04271,0.72836,0.25216
22,31.0,22.0,0.14216,0.07791,0.16736,0.04108
23,31.0,23.0,0.14755,0.04059,0.68672,0.07851
24,31.0,24.0,0.14599,0.03521,0.69494,0.01437
25,31.0,25.0,0.13807,0.0908,0.84625,0.01353
26,31.0,26.0,0.19587,0.06074,0.63267,0.08612
27,31.0,27.0,0.16979,0.03726,0.81894,0.04265
28,31.0,28.0,0.18572,0.0598,0.80061,0.00422
29,31.0,29.0,0.14856,0.03423,0.81603,0.01865
30,31.0,30.0,0.15535,0.03714,0.98379,0.00776
1,32.0,1.0,0.03515,0.01841,0.62396,0.08728
2,32.0,2.0,0.03796,0.01749,0.6492,0.18314
