,n_com,I,C,M,R,L
7,47.0,7.0,0.07346,0.01472,0.08054,0.01238
8,47.0,8.0,0.16968,0.02974,0.57561,0.04833
9,47.0,9.0,0.09282,0.05072,0.87456,0.37849
10,47.0,10.0,0.18097,0.02986,0.49213,0.00489
1,48.0,1.0,0.06771,0.00752,0.57368,0.00953
2,48.0,2.0,0.09114,0.02222,0.10311,0.45899
3,48.0,3.0,0.0927,0.02554,0.44345,0.00385
4,48.0,4.0,0.06758,0.01353,0.57843,0.00376
5,48.0,5.0,0.04113,0.02707,0.85032,0.00557
6,48.0,6.0,0.09824,0.03989,0.17845,0.05016
7,48.0,7.0,0.13003,0.07517,0.25488,0.09408
8,48.0,8.0,0.08051,0.0364,0.76829,0.00493
9,48.0,9.0,0.18687,0.05001,0.31896,0.2007
10,48.0,10.0,0.15918,0.04934,0.20017,0.00463
1,49.0,1.0,0.04792,0.01505,0.51848,0.03801
2,49.0,2.0,0.01942,0.00108,0.9868,0.01183
3,49.0,3.0,0.1323,0.01381,0.11493,0.00307
4,49.0,4.0,0.09752,0.02632,0.42416,0.20071
5,49.0,5.0,0.09527,0.01245,0.89971,0.04102
6,49.0,6.0,0.09946,0.03116,0.27695,0.35492
7,49.0,7.0,0.11336,0.04689,0.36303,0.01365
8,49.0,8.0,0.13103,0.03871,0.42773,0.03984
9,49.0,9.0,0.16707,0.06343,0.05452,0.17451
10,49.0,10.0,0.17262,0.04609,0.28382,0.07803
1,50.0,1.0,0.02003,0.00637,0.64591,0.00282
2,50.0,2.0,0.04211,0.00803,0.11544,0.04005
3,50.0,3.0,0.04239,0.00711,0.83085,0.02785
4,50.0,4.0,0.04209,0.02506,0.2762,0.05834
5,50.0,5.0,0.07372,0.05133,0.27996,0.02827
6,50.0,6.0,0.10562,0.01914,0.55994,0.0429
7,50.0,7.0,0.13547,0.04683,0.082,0.01484
8,50.0,8.0,0.11084,0.04373,0.00975,0.36124
9,50.0,9.0,0.18917,0.03199,0.01926,0.27995
10,50.0,10.0,0.19042,0.07893,0.91919,0.02364
1,51.0,1.0,0.00306,0.00142,0.05564,0.03403
2,51.0,2.0,0.05198,0.00245,0.69319,0.01059
3,51.0,3.0,0.09019,0.01826,0.29677,0.00434
4,51.0,4.0,0.07334,0.02372,0.03546,0.01789
5,51.0,5.0,0.09978,0.02862,0.48071,0.00233
6,51.0,6.0,0.13342,0.0327,0.48923,0.00515
7,51.0,7.0,0.05531,0.02695,0.7142,0.05658
8,51.0,8.0,0.1081,0.06378,0.09118,0.01849
9,51.0,9.0,0.15573,0.0532,0.99712,0.29147
10,51.0,10.0,0.16412,0.0556,0.52803,0.23284
1,52.0,1.0,0.04686,0.029,0.68862,0.00229
2,52.0,2.0,0.07115,0.03423,0.56294,0.00319
3,52.0,3.0,0.0254,0.01133,0.05251,0.05202
4,52.0,4.0,0.05547,0.02949,0.43378,0.39284
5,52.0,5.0,0.07172,0.03348,0.51321,0.03236
6,52.0,6.0,0.12727,0.00473,0.36744,0.01857
7,52.0,7.0,0.17138,0.00696,0.51443,0.00222
8,52.0,8.0,0.11085,0.05189,0.34807,0.04635
9,52.0,9.0,0.122,0.06625,0.4697,0.04633
10,52.0,10.0,0.1274,0.04947,0.23462,0.0058
1,53.0,1.0,0.04839,0.0132,0.91182,0.18872
2,53.0,2.0,0.06043,0.01776,0.90124,0.3419
3,53.0,3.0,0.06947,0.00038,0.25102,0.00824
4,53.0,4.0,0.04879,0.0044,0.50134,0.37179
5,53.0,5.0,0.09135,0.02854,0.58241,0.13191
6,53.0,6.0,0.12273,0.03318,0.27086,0.26813
7,53.0,7.0,0.12032,0.01741,0.11532,0.04184
8,53.0,8.0,0.15369,0.04001,0.69602,0.0064
9,53.0,9.0,0.10777,0.03402,0.29384,0.02409
10,53.0,10.0,0.20251,0.03229,0.29676,0.00717
1,54.0,1.0,0.01812,0.01222,0.01875,0.00357
2,54.0,2.0,0.11245,0.01018,0.39393,0.12416
3,54.0,3.0,0.07969,0.01922,0.92828,0.00482
4,54.0,4.0,0.03912,0.02356,0.05798,0.01914
5,54.0,5.0,0.12821,0.03015,0.50819,0.04187
6,54.0,6.0,0.11079,0.02141,0.2772,0.07495
7,54.0,7.0,0.09598,0.04185,0.48392,0.00396
8,54.0,8.0,0.2021,0.01637,0.99549,0.0045
9,54.0,9.0,0.11422,0.03207,0.15805,0.00674
10,54.0,10.0,0.17738,0.0626,0.10647,0.01079
1,55.0,1.0,0.01719,0.00605,0.37516,0.04105
2,55.0,2.0,0.08198,0.01118,0.89688,0.2592
3,55.0,3.0,0.08538,0.01074,0.8606,0.00585
4,55.0,4.0,0.04037,0.01334,0.15573,0.00352
5,55.0,5.0,0.12311,0.02326,0.38465,0.00319
6,55.0,6.0,0.10401,0.01558,0.53603,0.04209
7,55.0,7.0,0.07326,0.03352,0.59077,0.49154
8,55.0,8.0,0.09965,0.05369,0.51767,0.05588
9,55.0,9.0,0.24416,0.0562,0.38921,0.04247
10,55.0,10.0,0.20179,0.03885,0.41101,0.03244
1,56.0,1.0,0.03678,0.00107,0.53603,0.01835
2,56.0,2.0,0.08881,0.01059,0.47582,0.3465
3,56.0,3.0,0.05393,0.01102,0.81626,0.33702
4,56.0,4.0,0.01631,0.00592,0.46576,0.31664
5,56.0,5.0,0.11252,0.02885,0.95746,0.02397
6,56.0,6.0,0.09596,0.04411,0.4445,0.01332
7,56.0,7.0,0.13381,0.01631,0.28227,0.00241
8,56.0,8.0,0.15648,0.0427,0.72698,0.01827
9,56.0,9.0,0.0994,0.03302,0.60999,0.03964
10,56.0,10.0,0.21738,0.05283,0.2552,0.00414
1,57.0,1.0,0.01995,0.01375,0.03739,0.02575
2,57.0,2.0,0.01797,0.00319,0.61741,0.13263
3,57.0,3.0,0.04208,0.00393,0.23529,0.27285
4,57.0,4.0,0.06153,0.00985,0.89103,0.04432
5,57.0,5.0,0.06356,0.0194,0.73671,0.01726
6,57.0,6.0,0.05815,0.05096,0.64687,0.24728
7,57.0,7.0,0.11275,0.0679,0.5868,0.00338
8,57.0,8.0,0.1236,0.03554,0.94485,0.15442
9,57.0,9.0,0.10903,0.04665,0.95186,0.0238
10,57.0,10.0,0.17069,0.04167,0.42379,0.00886
1,58.0,1.0,0.04633,0.00326,0.38972,0.00546
2,58.0,2.0,0.06537,0.00196,0.86156,0.13399
3,58.0,3.0,0.03324,0.01995,0.76283,0.00934
4,58.0,4.0,0.0639,0.04258,0.83023,0.28439
5,58.0,5.0,0.08525,0.05214,0.75356,0.04702
6,58.0,6.0,0.12068,0.00711,0.30182,0.11078
7,58.0,7.0,0.1493,0.03276,0.03515,0.14993
8,58.0,8.0,0.11424,0.03381,0.75647,0.25297
9,58.0,9.0,0.14408,0.06329,0.22103,0.00203
10,58.0,10.0,0.1535,0.05994,0.54229,0.05724
1,59.0,1.0,0.05217,0.00911,0.37987,0.33596
2,59.0,2.0,0.03028,0.02354,0.94723,0.04751
3,59.0,3.0,0.06518,0.00518,0.65172,0.32668
4,59.0,4.0,0.09829,0.02644,0.70011,0.00796
5,59.0,5.0,0.08524,0.03219,0.71392,0.13579
6,59.0,6.0,0.07683,0.0354,0.76791,0.1861
7,59.0,7.0,0.15079,0.04432,0.06047,0.01202
8,59.0,8.0,0.13502,0.06891,0.54634,0.18582
9,59.0,9.0,0.15713,0.05815,0.64428,0.0234
10,59.0,10.0,0.19355,0.03853,0.9909,0.44728
1,60.0,1.0,0.01862,0.00746,0.28295,0.00992
2,60.0,2.0,0.0891,0.01813,0.19929,0.021
3,60.0,3.0,0.08793,0.02672,0.0116,0.04367
4,60.0,4.0,0.07729,0.03056,0.21434,0.04698
5,60.0,5.0,0.07734,0.05234,0.23883,0.30226
6,60.0,6.0,0.09662,0.04123,0.13868,0.33981
7,60.0,7.0,0.10137,0.0279,0.53005,0.33328
8,60.0,8.0,0.11399,0.03972,0.48514,0.00285
9,60.0,9.0,0.21567,0.0362,0.06362,0.46584
10,60.0,10.0,0.16671,0.02739,0.02345,0.00927
1,61.0,1.0,0.12247,0.00414,0.46022,0.02791
2,61.0,2.0,0.03153,0.01083,0.06195,0.01361
3,61.0,3.0,0.05247,0.01765,0.88388,0.08149
4,61.0,4.0,0.0463,0.0229,0.06189,0.0622
5,61.0,5.0,0.11247,0.01955,0.78262,0.45449
6,61.0,6.0,0.1308,0.04545,0.73666,0.05105
7,61.0,7.0,0.09895,0.0488,0.00749,0.009
8,61.0,8.0,0.09978,0.07611,0.47044,0.00221
9,61.0,9.0,0.17263,0.03518,0.59139,0.03704
10,61.0,10.0,0.14999,0.05746,0.87773,0.00383
1,62.0,1.0,0.06309,0.02199,0.37654,0.02594
2,62.0,2.0,0.07583,0.02949,0.68898,0.00859
3,62.0,3.0,0.08641,0.002,0.6975,0.01071
4,62.0,4.0,0.10913,0.02038,0.14126,0.07878
5,62.0,5.0,0.10547,0.03406,0.46382,0.07772
6,62.0,6.0,0.0894,0.03268,0.24249,0.00702
7,62.0,7.0,0.09901,0.04076,0.92934,0.2095
8,62.0,8.0,0.18762,0.03716,0.33095,0.03652
9,62.0,9.0,0.14139,0.05382,0.91248,0.00279
10,62.0,10.0,0.13491,0.06093,0.07254,0.45709
1,63.0,1.0,0.01765,0.00795,0.64866,0.00253
2,63.0,2.0,0.02229,0.00673,0.71527,0.19658
3,63.0,3.0,0.06274,0.02341,0.91696,0.43343
4,63.0,4.0,0.04833,0.03517,0.5821,0.07003
5,63.0,5.0,0.12957,0.02137,0.30883,0.02044
6,63.0,6.0,0.05241,0.02512,0.78158,0.04601
7,63.0,7.0,0.08805,0.03951,0.80744,0.00357
8,63.0,8.0,0.16052,0.03768,0.47388,0.19714
9,63.0,9.0,0.15021,0.04762,0.94227,0.01123
10,63.0,10.0,0.11241,0.04235,0.29993,0.00523
1,64.0,1.0,0.11301,0.01423,0.37508,0.00797
2,64.0,2.0,0.04296,0.00981,0.92068,0.00315
3,64.0,3.0,0.15247,0.00619,0.50401,0.03347
4,64.0,4.0,0.10999,0.02021,0.61935,0.39934
5,64.0,5.0,0.07513,0.01407,0.18347,0.00526
6,64.0,6.0,0.05789,0.01976,0.46252,0.00597
7,64.0,7.0,0.1019,0.02559,0.83077,0.22853
8,64.0,8.0,0.15684,0.02968,0.99744,0.00414
9,64.0,9.0,0.10046,0.03811,0.99237,0.45772
10,64.0,10.0,0.13393,0.05289,0.91541,0.00617
1,65.0,1.0,0.07106,0.00664,0.74464,0.47946
2,65.0,2.0,0.05789,0.00121,0.89969,0.15085
3,65.0,3.0,0.05944,0.02988,0.16325,0.03412
4,65.0,4.0,0.06063,0.03196,0.7619,0.0237
5,65.0,5.0,0.0409,0.03865,0.69629,0.24035
6,65.0,6.0,0.13388,0.0131,0.4834,0.02154
7,65.0,7.0,0.13212,0.04697,0.49401,0.01628
8,65.0,8.0,0.07626,0.05805,0.22418,0.00206
9,65.0,9.0,0.08725,0.04682,0.54837,0.18634
10,65.0,10.0,0.16941,0.03789,0.69353,0.00822
1,66.0,1.0,0.04726,0.02488,0.06142,0.00267
2,66.0,2.0,0.07013,0.01964,0.58006,0.0212
3,66.0,3.0,0.07123,0.03549,0.95843,0.03486
4,66.0,4.0,0.01589,0.00341,0.76138,0.16398
5,66.0,5.0,0.07542,0.0112,0.06031,0.32316
6,66.0,6.0,0.05995,0.03248,0.04867,0.03454
7,66.0,7.0,0.07843,0.04227,0.34842,0.07323
8,66.0,8.0,0.13081,0.03021,0.65892,0.01716
9,66.0,9.0,0.13807,0.02955,0.33392,0.01111
10,66.0,10.0,0.17486,0.05334,0.5421,0.00704
1,67.0,1.0,0.06386,0.02297,0.04248,0.02572
2,67.0,2.0,0.02118,0.01825,0.27835,0.014
3,67.0,3.0,0.10837,0.01427,0.84739,0.06118
4,67.0,4.0,0.05746,0.02408,0.86743,0.0677
5,67.0,5.0,0.12478,0.0214,0.13775,0.01191
6,67.0,6.0,0.061,0.03792,0.62677,0.0248
7,67.0,7.0,0.1658,0.00857,0.46887,0.23204
8,67.0,8.0,0.13231,0.03335,0.64341,0.13781
9,67.0,9.0,0.16479,0.02851,0.21311,0.39459
10,67.0,10.0,0.16147,0.02176,0.76815,0.01845
1,68.0,1.0,0.05096,0.0034,0.1822,0.03525
2,68.0,2.0,0.0773,0.01496,0.57635,0.01768
3,68.0,3.0,0.06634,0.02994,0.12828,0.0078
4,68.0,4.0,0.08646,0.03006,0.27625,0.02597
5,68.0,5.0,0.07746,0.0123,0.07265,0.00516
6,68.0,6.0,0.06342,0.03005,0.85074,0.14489
7,68.0,7.0,0.05993,0.04625,0.59282,0.00226
8,68.0,8.0,0.09622,0.04417,0.81699,0.01499
9,68.0,9.0,0.17247,0.03425,0.8082,0.44164
10,68.0,10.0,0.12198,0.03417,0.5542,0.04456
1,69.0,1.0,0.0893,0.00847,0.0689,0.00734
2,69.0,2.0,0.02176,0.02154,0.70942,0.0165
3,69.0,3.0,0.04435,0.01983,0.57144,0.00397
4,69.0,4.0,0.02245,0.01592,0.53943,0.00384
5,69.0,5.0,0.13994,0.03385,0.1638,0.14486
6,69.0,6.0,0.10101,0.04576,0.22938,0.36796
7,69.0,7.0,0.14391,0.02999,0.22321,0.00334
8,69.0,8.0,0.09196,0.05739,0.24724,0.00543
9,69.0,9.0,0.18486,0.0435,0.46213,0.48785
10,69.0,10.0,0.20696,0.05939,0.46932,0.01644
1,70.0,1.0,0.03371,0.00736,0.82323,0.24689
2,70.0,2.0,0.09687,0.02567,0.30444,0.00343
3,70.0,3.0,0.032,0.01547,0.03675,0.00258
4,70.0,4.0,0.10579,0.0335,0.8808,0.32364
5,70.0,5.0,0.07813,0.03626,0.52671,0.00509
6,70.0,6.0,0.07862,0.01047,0.6501,0.00203
7,70.0,7.0,0.13577,0.03397,0.40875,0.21997
8,70.0,8.0,0.16006,0.0087,0.53324,0.01534
9,70.0,9.0,0.12107,0.03332,0.37871,0.11952
10,70.0,10.0,0.22426,0.07775,0.35094,0.00272
1,71.0,1.0,0.05523,0.00597,0.35211,0.01316
2,71.0,2.0,0.0573,0.00661,0.21935,0.01065
3,71.0,3.0,0.09393,0.02908,0.77266,0.01314
4,71.0,4.0,0.09488,0.00883,0.2666,0.04962
5,71.0,5.0,0.08398,0.01873,0.89747,0.0787
6,71.0,6.0,0.07982,0.03192,0.88644,0.00214
7,71.0,7.0,0.14325,0.02456,0.73162,0.00541
8,71.0,8.0,0.17481,0.03996,0.76827,0.0047
9,71.0,9.0,0.07975,0.04236,0.75575,0.22744
10,71.0,10.0,0.17858,0.05337,0.6922,0.02491
1,72.0,1.0,0.02652,0.00641,0.49106,0.19323
2,72.0,2.0,0.02365,0.0006,0.97799,0.00207
3,72.0,3.0,0.02329,0.00335,0.01294,0.00966
4,72.0,4.0,0.07692,0.00508,0.24771,0.00357
5,72.0,5.0,0.04986,0.03288,0.48601,0.02655
6,72.0,6.0,0.11346,0.04389,0.80911,0.13169
7,72.0,7.0,0.09329,0.0418,0.05411,0.21896
8,72.0,8.0,0.10047,0.05452,0.63699,0.28572
9,72.0,9.0,0.17686,0.0165,0.10762,0.0255
10,72.0,10.0,0.20144,0.03839,0.8834,0.05011
1,73.0,1.0,0.05571,0.03262,0.68268,0.01963
2,73.0,2.0,0.02908,0.01007,0.34839,0.28861
3,73.0,3.0,0.03237,0.01995,0.90182,0.00869
4,73.0,4.0,0.03531,0.01496,0.12793,0.13242
5,73.0,5.0,0.05657,0.00697,0.02029,0.01738
6,73.0,6.0,0.0129,0.00181,0.71068,0.10418
7,73.0,7.0,0.12078,0.03676,0.93009,0.237
8,73.0,8.0,0.15036,0.04419,0.63234,0.21046
9,73.0,9.0,0.16308,0.05693,0.8463,0.00457
10,73.0,10.0,0.26071,0.06352,0.50894,0.49354
1,74.0,1.0,0.01784,0.00372,0.68283,0.12697
2,74.0,2.0,0.05013,0.00545,0.35346,0.00248
3,74.0,3.0,0.05876,0.01017,0.22748,0.01368
4,74.0,4.0,0.06561,0.01246,0.68848,0.03084
5,74.0,5.0,0.05538,0.02934,0.40916,0.04454
6,74.0,6.0,0.09375,0.04069,0.47242,0.00923
7,74.0,7.0,0.19576,0.02787,0.76626,0.0683
8,74.0,8.0,0.12481,0.02694,0.65358,0.12482
9,74.0,9.0,0.211,0.02392,0.66957,0.13736
10,74.0,10.0,0.24536,0.07952,0.75851,0.02371
1,75.0,1.0,0.03605,0.01286,0.34144,0.01046
2,75.0,2.0,0.03889,0.02018,0.69663,0.17892
3,75.0,3.0,0.04246,0.01315,0.32024,0.34403
4,75.0,4.0,0.03862,0.03241,0.65803,0.00534
5,75.0,5.0,0.0634,0.02813,0.30223,0.11195
6,75.0,6.0,0.13232,0.0231,0.6651,0.14051
7,75.0,7.0,0.13589,0.03102,0.75632,0.03128
8,75.0,8.0,0.17405,0.02014,0.19175,0.00936
9,75.0,9.0,0.12145,0.0103,0.75735,0.02423
10,75.0,10.0,0.17816,0.04034,0.79225,0.01543
1,76.0,1.0,0.04447,0.03167,0.72974,0.00272
2,76.0,2.0,0.05077,0.01716,0.54809,0.17519
3,76.0,3.0,0.06993,0.03195,0.71226,0.38782
4,76.0,4.0,0.13783,0.01548,0.85377,0.03194
5,76.0,5.0,0.11821,0.01201,0.08946,0.00544
6,76.0,6.0,0.0858,0.02515,0.57475,0.00234
7,76.0,7.0,0.09395,0.04208,0.19386,0.01075
8,76.0,8.0,0.13336,0.03058,0.43731,0.14398
9,76.0,9.0,0.17704,0.06333,0.18204,0.00458
10,76.0,10.0,0.10828,0.07139,0.35999,0.0202
1,77.0,1.0,0.03647,0.00137,0.01894,0.37109
2,77.0,2.0,0.01263,0.01,0.12007,0.0148
3,77.0,3.0,0.08874,0.0204,0.93622,0.10202
4,77.0,4.0,0.08651,0.01997,0.49279,0.00633
5,77.0,5.0,0.09565,0.00188,0.89562,0.02344
6,77.0,6.0,0.05168,0.04543,0.51545,0.00507
7,77.0,7.0,0.16463,0.03683,0.71291,0.45309
8,77.0,8.0,0.09045,0.02208,0.3337,0.07677
9,77.0,9.0,0.10328,0.06395,0.87993,0.00334
10,77.0,10.0,0.20041,0.04817,0.64923,0.00632
1,78.0,1.0,0.06205,0.01601,0.05852,0.09525
2,78.0,2.0,0.02678,0.0058,0.16887,0.01477
3,78.0,3.0,0.04042,0.01156,0.48855,0.01829
4,78.0,4.0,0.05027,0.03028,0.87336,0.01422
5,78.0,5.0,0.11833,0.01221,0.56984,0.00886
6,78.0,6.0,0.09619,0.04879,0.98222,0.00217
7,78.0,7.0,0.12555,0.03465,0.12616,0.0154
8,78.0,8.0,0.1052,0.0432,0.6098,0.01382
9,78.0,9.0,0.14548,0.03917,0.70869,0.01016
10,78.0,10.0,0.11944,0.02933,0.85991,0.26891
1,79.0,1.0,0.04393,0.00633,0.33856,0.00334
2,79.0,2.0,0.04978,0.02021,0.10593,0.00983
3,79.0,3.0,0.03503,0.02616,0.99948,0.03557
4,79.0,4.0,0.05138,0.04169,0.11806,0.01293
5,79.0,5.0,0.03816,0.03149,0.97658,0.03361
6,79.0,6.0,0.11641,0.01716,0.77909,0.32569
7,79.0,7.0,0.11547,0.01159,0.9669,0.00399
8,79.0,8.0,0.13575,0.00951,0.2759,0.10098
9,79.0,9.0,0.19394,0.0387,0.35896,0.15829
10,79.0,10.0,0.20482,0.03902,0.00318,0.01266
1,80.0,1.0,0.04951,0.02617,0.00187,0.09687
2,80.0,2.0,0.01044,0.00523,0.04569,0.27051
3,80.0,3.0,0.02434,0.02106,0.9341,0.00464
4,80.0,4.0,0.09284,9e-05,0.17201,0.00824
5,80.0,5.0,0.06137,0.02199,0.81138,0.03583
6,80.0,6.0,0.10022,0.05015,0.10412,0.03221
7,80.0,7.0,0.08266,0.02496,0.88935,0.14206
8,80.0,8.0,0.18045,0.04557,0.82112,0.00413
9,80.0,9.0,0.09562,0.04068,0.13208,0.02313
10,80.0,10.0,0.19803,0.02776,0.74159,0.01817
1,81.0,1.0,0.07251,0.00633,0.27697,0.18761
2,81.0,2.0,0.09804,0.0261,0.82418,0.2593
3,81.0,3.0,0.07971,0.01133,0.77403,0.44837
4,81.0,4.0,0.03496,0.02256,0.83315,0.0026
5,81.0,5.0,0.07031,0.04623,0.2645,0.06823
6,81.0,6.0,0.0824,0.03877,0.38492,0.10006
7,81.0,7.0,0.11252,0.03145,0.40675,0.03097
8,81.0,8.0,0.09305,0.0187,0.47066,0.08865
9,81.0,9.0,0.17046,0.03949,0.96437,0.0112
10,81.0,10.0,0.17223,0.04991,0.22836,0.14746
1,82.0,1.0,0.03074,0.00123,0.20527,0.01676
2,82.0,2.0,0.02105,0.01837,0.32778,0.29549
3,82.0,3.0,0.08053,0.02869,0.54358,0.14166
4,82.0,4.0,0.043,0.01652,0.1297,0.00265
5,82.0,5.0,0.12921,0.02271,0.76957,0.00253
6,82.0,6.0,0.13634,0.03311,0.87231,0.02231
7,82.0,7.0,0.11436,0.04919,0.45438,0.00201
8,82.0,8.0,0.13534,0.02803,0.19288,0.01092
9,82.0,9.0,0.16934,0.01978,0.616,0.36509
10,82.0,10.0,0.14114,0.05291,0.62668,0.45065
1,83.0,1.0,0.02237,0.00297,0.02252,0.00927
2,83.0,2.0,0.07851,0.01021,0.04578,0.20338
3,83.0,3.0,0.04829,0.0238,0.66963,0.02613
4,83.0,4.0,0.07065,0.02106,0.46122,0.38178
5,83.0,5.0,0.05497,0.05041,0.98607,0.0036
6,83.0,6.0,0.0696,0.00614,0.73888,0.277
7,83.0,7.0,0.13806,0.04974,0.13643,0.00353
8,83.0,8.0,0.13024,0.05543,0.0278,0.01182
9,83.0,9.0,0.13522,0.03678,0.72709,0.14029
10,83.0,10.0,0.17642,0.04418,0.33709,0.00214
1,84.0,1.0,0.0367,0.00287,0.30488,0.00307
2,84.0,2.0,0.0402,0.00715,0.69088,0.00944
3,84.0,3.0,0.04684,0.04485,0.58077,0.37894
4,84.0,4.0,0.07565,0.04763,0.11363,0.3621
5,84.0,5.0,0.0273,0.00424,0.53259,0.0025
6,84.0,6.0,0.06584,0.00636,0.16354,0.01441
7,84.0,7.0,0.06832,0.00429,0.31622,0.00469
8,84.0,8.0,0.13233,0.0447,0.10223,0.0658
9,84.0,9.0,0.10263,0.05207,0.74909,0.01542
10,84.0,10.0,0.19429,0.03616,0.11073,0.03776
1,85.0,1.0,0.02629,0.00023,0.16806,0.02156
2,85.0,2.0,0.03224,0.00691,0.83105,0.03983
3,85.0,3.0,0.05369,0.00879,0.13106,0.01514
4,85.0,4.0,0.06535,0.03374,0.84359,0.10534
5,85.0,5.0,0.07511,0.0153,0.75433,0.4607
6,85.0,6.0,0.08686,0.02442,0.32447,0.08706
7,85.0,7.0,0.04728,0.03819,0.49803,0.04477
8,85.0,8.0,0.1678,0.00941,0.55119,0.16629
9,85.0,9.0,0.15207,0.03282,0.83476,0.00665
10,85.0,10.0,0.22975,0.03484,0.2676,0.04029
1,86.0,1.0,0.03525,0.00336,0.01011,0.27942
2,86.0,2.0,0.07243,0.01391,0.68433,0.43634
3,86.0,3.0,0.09985,0.00338,0.28087,0.27301
4,86.0,4.0,0.04788,0.04398,0.70119,0.02598
5,86.0,5.0,0.05181,0.02078,0.28709,0.12753
6,86.0,6.0,0.08915,0.05394,0.91489,0.12233
7,86.0,7.0,0.11687,0.01047,0.78353,0.00506
8,86.0,8.0,0.11786,0.05947,0.74008,0.11824
9,86.0,9.0,0.15655,0.02525,0.88004,0.08726
10,86.0,10.0,0.18422,0.02964,0.00968,0.11891
1,87.0,1.0,0.04224,0.01691,0.60665,0.00217
2,87.0,2.0,0.05455,0.03105,0.12157,0.03556
3,87.0,3.0,0.07897,0.01301,0.3234,0.00913
4,87.0,4.0,0.04174,0.00494,0.79427,0.40957
5,87.0,5.0,0.10169,0.03025,0.6308,0.00529
6,87.0,6.0,0.10962,0.025,0.67722,0.31505
7,87.0,7.0,0.0996,0.0257,0.73359,0.39202
8,87.0,8.0,0.17396,0.02985,0.47964,0.09002
9,87.0,9.0,0.11149,0.04327,0.08946,0.00636
10,87.0,10.0,0.09653,0.03656,0.74665,0.03449
1,88.0,1.0,0.0718,0.03871,0.36311,0.02924
2,88.0,2.0,0.03863,0.00953,0.71239,0.02062
3,88.0,3.0,0.04388,0.0137,0.93439,0.04789
4,88.0,4.0,0.03528,0.01954,0.467,0.14763
5,88.0,5.0,0.11179,0.00354,0.01126,0.02329
6,88.0,6.0,0.0737,0.03923,0.30474,0.02688
7,88.0,7.0,0.18398,0.03555,0.90667,0.04657
8,88.0,8.0,0.17405,0.0212,0.04975,0.00345
9,88.0,9.0,0.194,0.04279,0.54604,0.15845
10,88.0,10.0,0.22439,0.0337,0.8939,0.04419
1,89.0,1.0,0.01777,0.00694,0.64928,0.09485
2,89.0,2.0,0.05895,0.02524,0.00187,0.07235
3,89.0,3.0,0.04774,0.03044,0.04589,0.00241
4,89.0,4.0,0.04122,0.02145,0.7813,0.02376
5,89.0,5.0,0.05442,0.02347,0.39992,0.05128
6,89.0,6.0,0.02445,0.00503,0.3352,0.00936
7,89.0,7.0,0.15121,0.03113,0.79046,0.1093
8,89.0,8.0,0.09969,0.06028,0.80201,0.02542
9,89.0,9.0,0.20483,0.05563,0.39426,0.03387
10,89.0,10.0,0.1401,0.01195,0.3125,0.03321
1,90.0,1.0,0.00623,0.00251,0.71297,0.00981
2,90.0,2.0,0.02221,0.02208,0.78526,0.08735
3,90.0,3.0,0.03761,0.00628,0.03871,0.01591
4,90.0,4.0,0.06974,0.02071,0.9757,0.00416
5,90.0,5.0,0.10485,0.0381,0.41389,0.26044
6,90.0,6.0,0.16527,0.04086,0.38043,0.01795
7,90.0,7.0,0.10371,0.02277,0.91674,0.00223
8,90.0,8.0,0.08958,0.03548,0.88001,0.21387
9,90.0,9.0,0.1416,0.04716,0.77775,0.01593
10,90.0,10.0,0.17589,0.05962,0.18904,0.11751
1,91.0,1.0,0.11545,0.02519,0.13047,0.05167
2,91.0,2.0,0.08959,0.00698,0.17685,0.03199
3,91.0,3.0,0.0339,0.00121,0.47307,0.08172
4,91.0,4.0,0.04489,0.00145,0.54935,0.43996
5,91.0,5.0,0.07789,0.00409,0.19257,0.01804
6,91.0,6.0,0.07393,0.04315,0.13752,0.00272
7,91.0,7.0,0.09135,0.0401,0.86772,0.49334
8,91.0,8.0,0.16612,0.03833,0.09132,0.06512
9,91.0,9.0,0.13542,0.06564,0.69004,0.0217
10,91.0,10.0,0.1681,0.01451,0.31306,0.01849
1,92.0,1.0,0.03758,0.01971,0.79169,0.02123
2,92.0,2.0,0.03722,0.02617,0.79659,0.24045
3,92.0,3.0,0.08669,0.0102,0.17363,0.00783
4,92.0,4.0,0.04833,0.03418,0.62835,0.04258
5,92.0,5.0,0.06652,0.02281,0.28433,0.0271
6,92.0,6.0,0.08676,0.03468,0.9926,0.49306
7,92.0,7.0,0.08783,0.01151,0.76914,0.00757
8,92.0,8.0,0.14687,0.05574,0.543,0.18642
9,92.0,9.0,0.23874,0.03962,0.65905,0.04636
10,92.0,10.0,0.15735,0.04573,0.28257,0.29103
1,93.0,1.0,0.04145,0.02648,0.53098,0.00598
2,93.0,2.0,0.04051,0.01436,0.70723,0.04323
3,93.0,3.0,0.03723,0.02315,0.33399,0.00531
4,93.0,4.0,0.07759,0.02235,0.56914,0.00833
5,93.0,5.0,0.08745,0.03468,0.75881,0.04531
6,93.0,6.0,0.09469,0.0449,0.74009,0.12788
7,93.0,7.0,0.10538,0.01921,0.57066,0.00499
8,93.0,8.0,0.12111,0.05869,0.79429,0.25276
9,93.0,9.0,0.10034,0.04224,0.78009,0.2413
10,93.0,10.0,0.18758,0.02107,0.5328,0.1805
1,94.0,1.0,0.04347,0.00536,0.71152,0.00203
2,94.0,2.0,0.11432,0.00596,0.27521,0.20404
